open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore,market_cap
2021-03-16,55605.2,56938.29,53271.34,56900.75,77986.694355,2021-03-16 23:59:59.999,4304259207.6451,2241208,37825.501493,2088111362.5512383,0,1135204102950.0
2021-03-17,56900.74,58974.73,54123.69,58912.97,70421.620841,2021-03-17 23:59:59.999,3960992972.154292,2204296,34778.745775,1957825522.6803288,0,1175349099282.0
2021-03-18,58912.97,60129.97,57023.0,57648.16,66580.406675,2021-03-18 23:59:59.999,3900885761.2128057,2040947,32287.379911,1892327691.3666964,0,1150115380896.0
2021-03-19,57641.0,59468.0,56270.74,58030.01,52392.652961,2021-03-19 23:59:59.999,3052711147.9349246,1885830,25552.511223,1489274083.2643423,0,1157733517506.0
2021-03-20,58030.01,59880.0,57820.17,58102.28,44476.941776,2021-03-20 23:59:59.999,2616535093.051585,1724131,22212.446723,1307023993.1234434,0,1159175347368.0
2021-03-21,58100.02,58589.1,55450.11,57351.56,48564.470274,2021-03-21 23:59:59.999,2774223129.62381,1773546,23648.941676,1350989191.2768383,0,1144198032936.0
2021-03-22,57351.56,58430.73,53650.0,54083.25,62581.626169,2021-03-22 23:59:59.999,3527479514.3256526,1927345,30749.059028,1733579080.5690005,0,1078993287450.0
2021-03-23,54083.25,55830.9,53000.0,54340.89,59789.365427,2021-03-23 23:59:59.999,3264650774.817461,1740349,29563.40974,1614722150.8192565,0,1084133360034.0
2021-03-24,54342.8,57200.0,51700.0,52303.65,83537.465021,2021-03-24 23:59:59.999,4583159614.046461,2401988,39323.130067,2161386678.806821,0,1043489199690.0
2021-03-25,52303.66,53287.0,50427.56,51293.78,87400.534538,2021-03-25 23:59:59.999,4536327184.957861,2099425,42947.397733,2229351569.5870266,0,1023341687268.0
2021-03-26,51293.78,55073.46,51214.6,55025.59,63813.774692,2021-03-26 23:59:59.999,3397036140.751637,1773150,31822.545238,1694326043.3371155,0,1097793535854.0
2021-03-27,55025.59,56700.36,53950.0,55817.14,50105.475055,2021-03-27 23:59:59.999,2767070175.861931,1528776,24739.948471,1365965317.2505236,0,1113585433284.0
2021-03-28,55817.14,56559.75,54691.84,55777.63,39050.387511,2021-03-28 23:59:59.999,2178777329.4452167,1551283,19262.725935,1074959545.9590087,0,1112797185078.0
2021-03-29,55777.65,58405.82,54800.01,57635.47,67857.937398,2021-03-29 23:59:59.999,3877131109.7346454,1983437,34373.804556,1963800173.65606,0,1149862207782.0
2021-03-30,57635.46,59368.0,57071.35,58746.57,55122.443122,2021-03-30 23:59:59.999,3221944107.4550304,1612744,27541.52668,1610812657.929902,0,1172029319442.0
2021-03-31,58746.57,59800.0,56769.0,58740.55,60975.542666,2021-03-31 23:59:59.999,3575976083.804576,1928224,31074.813187,1823822792.91045,0,1171909216830.0
2021-04-01,58739.46,59490.0,57935.45,58720.44,47415.61722,2021-04-01 23:59:59.999,2789238879.943373,1594431,22966.256736,1351151697.892222,0,1171508010264.0
2021-04-02,58720.45,60200.0,58428.57,58950.01,47382.418781,2021-04-02 23:59:59.999,2811159761.2684674,1666356,23695.695154,1406393729.8307693,0,1176088069506.0
2021-04-03,58950.01,59791.72,56880.0,57051.94,47409.852113,2021-04-03 23:59:59.999,2783151686.164537,1606805,23057.967017,1353960264.6219625,0,1138220434164.0
2021-04-04,57051.95,58492.85,56388.0,58202.01,41314.081973,2021-04-04 23:59:59.999,2380139010.7302322,1499113,20609.134161,1187123542.5798833,0,1161165020706.0
2021-04-05,58202.01,59272.0,56777.77,59129.99,54258.01579,2021-04-05 23:59:59.999,3155214764.164485,2035877,27269.49269,1586344787.5541687,0,1179678778494.0
2021-04-06,59129.99,59495.24,57413.02,57991.15,54201.000727,2021-04-06 23:59:59.999,3166911557.1481576,1960513,26699.197872,1560539125.7780592,0,1156958237190.0
2021-04-07,57990.03,58655.0,55473.0,55953.45,71228.405659,2021-04-07 23:59:59.999,4053294016.484514,2206433,34737.582155,1977438033.9286296,0,1116304899570.0
2021-04-08,55953.44,58153.31,55700.0,58077.52,44283.147019,2021-04-08 23:59:59.999,2531779682.552427,1661080,22161.69051,1267126859.4438903,0,1158681370512.0
2021-04-09,58077.52,58894.9,57654.0,58142.54,40831.884911,2021-04-09 23:59:59.999,2378340697.289584,1615962,20354.234456,1185679367.9100363,0,1159978558524.0
2021-04-10,58142.55,61500.0,57900.01,59769.13,69906.424117,2021-04-10 23:59:59.999,4197138552.4690337,2470398,36018.637566,2162858397.75344,0,1192430004978.0
2021-04-11,59769.13,60699.0,59232.52,60002.43,41156.715391,2021-04-11 23:59:59.999,2462032926.617981,1746102,20798.058779,1244349091.4434772,0,1197084479958.0
2021-04-12,59998.8,61300.0,59350.59,59860.0,56375.037117,2021-04-12 23:59:59.999,3393042867.8714666,1806298,27645.201153,1664588823.4110289,0,1194242916000.0
2021-04-13,59860.01,63777.77,59805.15,63575.0,82848.688746,2021-04-13 23:59:59.999,5154877375.389618,2703735,41662.533028,2592724448.3698506,0,1268359395000.0
2021-04-14,63575.01,64854.0,61301.0,62959.53,82616.343993,2021-04-14 23:59:59.999,5239081228.156977,2645625,40070.377527,2542171083.4126883,0,1256080399218.0
2021-04-15,62959.53,63800.0,62020.0,63159.98,51649.70034,2021-04-15 23:59:59.999,3248931738.293182,1938028,25628.168379,1612303095.2882545,0,1260079496988.0
2021-04-16,63158.74,63520.61,60000.0,61334.8,91764.139884,2021-04-16 23:59:59.999,5647292669.615493,2639940,43570.023147,2680750914.504573,0,1223666060880.0
2021-04-17,61334.81,62506.05,59580.91,60006.66,58912.256128,2021-04-17 23:59:59.999,3605701810.6750474,2268816,28386.274106,1737722135.3795059,0,1197168870996.0
2021-04-18,60006.67,60499.0,50931.3,56150.01,124882.131824,2021-04-18 23:59:59.999,6949379727.429153,3444089,59404.616809,3303953081.0962186,0,1120226389506.0
2021-04-19,56150.01,57526.81,54221.58,55633.14,78229.042267,2021-04-19 23:59:59.999,4398619580.647143,2390527,38362.384979,2156617047.238732,0,1109914522884.0
2021-04-20,55633.14,57076.24,53329.96,56425.0,72744.482151,2021-04-20 23:59:59.999,4037701391.6195264,2148820,35519.589727,1971916967.5849755,0,1125712605000.0
2021-04-21,56425.0,56757.91,53536.02,53787.63,66984.756909,2021-04-21 23:59:59.999,3704549578.6973033,2134946,32188.929493,1780065583.272094,0,1073095491078.0
2021-04-22,53787.62,55521.48,50500.0,51690.96,104656.631337,2021-04-22 23:59:59.999,5594983857.318092,2744621,50550.77147,2703745286.3887057,0,1031265666576.0
2021-04-23,51690.95,52131.85,47500.0,51125.14,132230.780719,2021-04-23 23:59:59.999,6571097317.467918,2888237,63769.621253,3170392794.0548844,0,1019977218084.0
2021-04-24,51110.56,51166.22,48657.14,50047.84,55361.512573,2021-04-24 23:59:59.999,2762081002.878663,1164985,26782.233007,1336607709.8567977,0,998484436704.0
2021-04-25,50047.84,50567.91,46930.0,49066.77,58255.645004,2021-04-25 23:59:59.999,2867858315.1873198,1475479,27767.331394,1367920871.5281663,0,978911501562.0
2021-04-26,49066.76,54356.62,48753.44,54001.39,86310.802124,2021-04-26 23:59:59.999,4555688503.3973875,2174544,43183.936749,2277375506.8553133,0,1077360131334.0
2021-04-27,54001.38,55460.0,53222.0,55011.97,54064.034675,2021-04-27 23:59:59.999,2949719328.3669896,1568666,25631.074629,1398731801.176336,0,1097521808682.0
2021-04-28,55011.97,56428.0,53813.16,54846.22,55130.459015,2021-04-28 23:59:59.999,3020242787.5066776,1830042,26762.033422,1466278915.015322,0,1094214996732.0
2021-04-29,54846.23,55195.84,52330.94,53555.0,52486.019455,2021-04-29 23:59:59.999,2823220335.476041,1763676,25339.743902,1362821167.9325397,0,1068454383000.0
2021-04-30,53555.0,57963.0,53013.01,57694.27,68578.910045,2021-04-30 23:59:59.999,3808187372.73938,2267648,35634.129087,1978866536.224178,0,1151035303062.0
2021-05-01,57697.25,58458.07,56956.14,57800.37,42600.351836,2021-05-01 23:59:59.999,2460342954.8425207,1743013,20574.810226,1188354972.0137234,0,1153152061722.0
2021-05-02,57797.35,57911.02,56035.25,56578.21,36812.878863,2021-05-02 23:59:59.999,2089763230.4396267,1371638,18172.891836,1031569632.439158,0,1128769236426.0
2021-05-03,56578.21,58981.44,56435.0,57169.39,57649.931286,2021-05-03 23:59:59.999,3337604542.627381,2102128,28536.055533,1652286174.1582646,0,1140563632134.0
2021-05-04,57169.39,57200.0,53046.69,53200.01,85324.625903,2021-05-04 23:59:59.999,4705402064.300975,2492629,41029.688246,2262794503.8147497,0,1061372119506.0
